ID,Attraction,Location,City,Best time to visit,Type,Description,Rating,image_urls,Best hour to visit,Entry fee,Distance from Cairo (km)
38,Aswan Ethnographic Museum,"https://www.google.com/maps/search/?api=1&query=Aswan+Ethnographic+Museum,+Aswan",Aswan,October to April,Cultural,"A museum highlighting the diverse cultural heritage of Aswan people, featuring traditional artifacts, textiles, and historical exhibits.",4.5,https://drive.google.com/uc?export=download&id=1bm7X7P-pfFz04iXftF6saHlSD2qT4b7j;https://drive.google.com/uc?export=download&id=117Fa3QXh1lA374pI48_oLAYFz-hibXl7;https://drive.google.com/uc?export=download&id=16pT0U4GlRyFLoNJnIrw24-cN9-ZJZhXf;https://drive.google.com/uc?export=download&id=1C-43IXG2a3P6Bnn2quUy0acszw5ZucZX,Morning (9 AM - 12 PM) or Late Afternoon (4 PM - 7 PM), 150EGP,850
39,Aswan Evening Dhow Cruises,"https://www.google.com/maps/search/?api=1&query=Aswan+Evening+Dhow+Cruises,+Aswan",Aswan,October to April,Dinner Cruise,"A relaxing boat cruise on traditional wooden dhows, offering stunning views of the Nile at sunset with local music and entertainment.",4,https://drive.google.com/uc?export=download&id=1gDCNcNx6ILO66q-9J90OFqK7g7tNFhsx;https://drive.google.com/uc?export=download&id=1w3fH3QqV8B5Y2099agiQem-8JgoHogrl;https://drive.google.com/uc?export=download&id=1c_yTe35POTgqzbsF0NYApDFjF4SUSG04;https://drive.google.com/uc?export=download&id=1DqgsoWf5xf4dNlaQViM8JYRS47qSz9KL, Evening (5 PM - 8 PM),2000EGP PER Hour,850
40,Aswan Fine Arts Gallery,"https://www.google.com/maps/search/?api=1&query=Aswan+Fine+Arts+Gallery,+Aswan",Aswan,October to April,Art gallery,"A contemporary art space displaying works by Egyptian and Nubian artists, reflecting the vibrant artistic scene of Aswan.",4.3,https://drive.google.com/uc?export=download&id=1BNRUM14o6GhTADko9ZwwSFfN4sWX6eXK;https://drive.google.com/uc?export=download&id=1XqA-piKn05w5L9976UtcEhsSHBkC-nSd,Morning (8 AM - 12 PM) or Evening (5 PM - 8 PM),300 EGP,850
41,Aswan Handmade Perfume Shops,"https://www.google.com/maps/search/?api=1&query=Aswan+Handmade+Perfume+Shops,+Aswan",Aswan,October to April,Retail shops,"Shops specializing in locally made perfumes and essential oils, offering exotic scents derived from natural ingredients.",4.7,https://drive.google.com/uc?export=download&id=1P4R_hggA_ttzjF8XfYjShFhuW9cQkpDg;https://drive.google.com/uc?export=download&id=1U-GhkFBBpgCyFy9lvXmJuX4OVz9v_Dox;https://drive.google.com/uc?export=download&id=1K26ELaDlCubIsrkntK_98XTvm_NPAOu8,Morning (8 AM - 12 PM) or Evening (5 PM - 8 PM),0 EGP,850
42,Aswan High Dam,"https://www.google.com/maps/search/?api=1&query=Aswan+High+Dam,+Aswan",Aswan,October to April,Historical,"A monumental dam that controls the flow of the Nile, providing hydroelectric power and playing a crucial role in Egypt water management.",4.9,https://drive.google.com/uc?export=download&id=1pdr4c-T6Nd35aJNrodOB2mJx8bqn_PQF;https://drive.google.com/uc?export=download&id=1tW8azVX3Nn67dTV6s4045TTvzyk0qnY0;https://drive.google.com/uc?export=download&id=1qw6M8f7rM945lM67IYhLpp5Z3Im70ZA4,Morning (8 AM - 12 PM) or Evening (5 PM - 8 PM),100 EGP,850
43,Aswan International Sculpture Park,"https://www.google.com/maps/search/?api=1&query=Aswan+International+Sculpture+Park,+Aswan",Aswan,October to April,Nature Escape,"An open-air park featuring impressive sculptures created by international artists, blending modern art with Aswan scenic landscape.",3.6,https://drive.google.com/uc?export=download&id=1QR3YBfiM-qWz6qmBA6MZjodAvfAOA5tO;https://drive.google.com/uc?export=download&id=1ciFOsv1mWHuA9am2gqT7Sd3bDHfNEiKF;https://drive.google.com/uc?export=download&id=1Q3Ef89TVgGqJWGFKlnTJjBpDxP4I-Swf,Morning (8 AM - 12 PM) or Evening (5 PM - 8 PM),0 EGP ,850
44,Gharb Sohail Nubian Village,"https://www.google.com/maps/search/?api=1&query=Aswan+Local+Weaving+Center,+Aswan",Aswan,October to April,Cultural," Village near to  Aswan offers an authentic experience of Nubian culture, including traditional weaving practices",3.6,https://drive.google.com/uc?export=download&id=1bk9BLGCpgw5Yfp3pq9rSCTH3K8UEmwTF;https://drive.google.com/uc?export=download&id=1f69hgqsxkmKfZILlewyMX2UjIg7aG3go;https://drive.google.com/uc?export=download&id=1UzQkDAGNzHSWxJTnBnOc625DX2oHk1w2;https://drive.google.com/uc?export=download&id=1Kr668OyfUKy8NycyRMtiYYhzb3q_Ehfu;https://drive.google.com/uc?export=download&id=1O3dFpKfbq7m89SpOB6DfRFIoWycioLHR,Morning (8 AM - 12 PM) or Evening (5 PM - 8 PM),4000EGP,850
45,Aswan Marble Quarry,"https://www.google.com/maps/search/?api=1&query=Aswan+Marble+Quarry,+Aswan",Aswan,October to April,Historical,"An ancient quarry where the Egyptians extracted marble for temples and statues, showcasing remnants of historic stone-cutting techniques.",3.9,https://drive.google.com/uc?export=download&id=17A0rvVymDZ0ZMcPfa96MpnWtrN6L2I9d;https://drive.google.com/uc?export=download&id=15X__JUIVUCkVIFZEeFQTS77H66jaJLiF;https://drive.google.com/uc?export=download&id=1ow-F8OonteFh19NFLLcAMajywhfbb8lF,Morning (8 AM - 12 PM) or Evening (5 PM - 8 PM),200 EGP,850
46,Aswan Museum,"https://www.google.com/maps/search/?api=1&query=Aswan+Museum,+Aswan",Aswan,October to April,Cultural,"A fascinating museum showcasing artifacts from Aswan's history, including Pharaonic, Greco-Roman, and Islamic relics.",4,https://drive.google.com/uc?export=download&id=1mRW-N4xP8Pg_GwilzlHN4n4BcSis0ooX;https://drive.google.com/uc?export=download&id=1rjKE62AxqGmV99UCiqHLTnbzNWa_8p0_;https://drive.google.com/uc?export=download&id=1omXHQVBiafhcXZiT1-FJVDzUUUkLftBC;https://drive.google.com/uc?export=download&id=1ycApsf4P6em7Y7Dd1TpICh3QT5u6zfRV;https://drive.google.com/uc?export=download&id=1rh-xzelwDskzBgo_nYHFaeJ4-Jer4hux;https://drive.google.com/uc?export=download&id=1bHRGEEsSp3czP0qmO7iMpng-uYBbv_Vk,Morning (9 AM - 12 PM) or Late Afternoon (4 PM - 7 PM),100 EGP,850
47,Aswan Temple Ruins,"https://www.google.com/maps/search/?api=1&query=Aswan+Temple+Ruins,+Aswan",Aswan,October to April,Historical,"The remains of ancient temples scattered throughout Aswan, showcasing the city  historical and religious significance.",4.7,https://drive.google.com/uc?export=download&id=1S15N1ZU8jdOqerivfN-bq2kSsZz8PZsV;https://drive.google.com/uc?export=download&id=1kYxd-AIF-y7wYfqYdgN3JrOreF42Yvtt;https://drive.google.com/uc?export=download&id=1faF092frIQYr5zoVDRtr6kdD7q70eS0V,Morning (8 AM - 12 PM) to avoid the heat,150EGP,850
48,Aswan University Botanical Garden,"https://www.google.com/maps/search/?api=1&query=Aswan+University+Botanical+Garden,+Aswan",Aswan,October to April,Nature Escape,"A research-focused botanical garden with diverse plant species, dedicated to the study of desert and medicinal flora.",4.6,https://drive.google.com/uc?export=download&id=1XOxOop3Eo-VP56Yl-lEMcs0zjDh5UnX5;https://drive.google.com/uc?export=download&id=1_dbD85541tyc6Fx2ZL95R1SvO9TlE78V;https://drive.google.com/uc?export=download&id=1hj3akuqCGENfBqazxWXwjexqORZHaX85,Morning (8 AM - 12 PM) or Evening (5 PM - 8 PM),100 EGP,850
49,Aswan Village Pottery Tours,"https://www.google.com/maps/search/?api=1&query=Aswan+Village+Pottery+Tours,+Aswan",Aswan,October to April,Cultural heritage tour,Interactive tours where visitors can learn about traditional pottery-making techniques and create their own ceramic pieces.,4.7,https://drive.google.com/uc?export=download&id=10ee59fNq4QeeCpA33Aa1DOqln88xh9Pf;https://drive.google.com/uc?export=download&id=1j-_IbIM7L419Nc-YAw0hXZqYBA0jSkZd;https://drive.google.com/uc?export=download&id=1z-B8EqBMWjxroDk6LgpirowMmscKolZ_,Morning (8 AM - 12 PM) or Evening (5 PM - 8 PM),2000 EGP.,850
50,Aswan Windcatcher Houses,"https://www.google.com/maps/search/?api=1&query=Aswan+Windcatcher+Houses,+Aswan",Aswan,October to April,Cultural,"Traditional Nubian houses designed with natural ventilation systems, showcasing sustainable architecture and cultural heritage.",3.7,https://drive.google.com/uc?export=download&id=1b58ZJHkpRAvYvf2Mdbd6eg_AEkPbSquc;https://drive.google.com/uc?export=download&id=1Bj3Ka19EUm0-bdiW8OoS4rbFecwWIP3l;https://drive.google.com/uc?export=download&id=1MytegD9g3fAvOSxOFNWM6nENJzsATF_k;https://drive.google.com/uc?export=download&id=1P7TTxJSe7Nd5l3fOg1W6XQM-5uPeZSlU,Morning (8 AM - 12 PM) or Evening (5 PM - 8 PM),2500 EGP,850
51,Bigeh Island,"https://www.google.com/maps/search/?api=1&query=Bigeh+Island,+Aswan",Aswan,October to April,Nature,"Bigeh Island in Aswan is a paradise for sun-seekers, featuring crystal-clear waters, golden sands, and a perfect spot for relaxation and water activities.",4,https://drive.google.com/uc?export=download&id=16H6wg7zUPyiAsw6N11EEKRyoK3qj7b0c;https://drive.google.com/uc?export=download&id=12g1PFPmBUZErvhG90j0YSDkne7EIlh3o;https://drive.google.com/uc?export=download&id=1FexjWyHBvYNnTfj3xU6cb4Dh8Ad5G7mb;https://drive.google.com/uc?export=download&id=1TltIpJS4lRvuy2ZeA-U5q8v97Lr1-uY0;https://drive.google.com/uc?export=download&id=1_nkCeh1h9GqOFxbM6uddYU8v-BBxyHrc,Morning (7 AM - 11 AM) or Late Afternoon (4 PM - Sunset),0 EGP,850
52,Bishari Village,"https://www.google.com/maps/search/?api=1&query=Bishari+Village,+Aswan",Aswan,October to April,Cultural,"Bishari Village embodies a living bridge between Nubian and Beja worlds—a resilient, nomadic-rooted community that continues to thrive in desert landscapes. Visiting offers a rare glimpse into pastoral traditions, age-old crafts, and vibrant cultural identity.",4.5,https://drive.google.com/uc?export=download&id=1diUowKiMnr0xWZGM-Sqm80sdm4sfh1da;https://drive.google.com/uc?export=download&id=1M5lvbkCOdX9zn2HitjACfH5yekkUI1t_,Morning (8 AM - 12 PM) or Evening (5 PM - 8 PM),1200EGP,850
53,Dakka Temple,"https://www.google.com/maps/search/?api=1&query=Dakka+Temple,+Aswan",Aswan,October to April,Historical,"Dakka Temple in Aswan stands as a testament to ancient Egyptian civilization, with its magnificent columns, detailed hieroglyphics, and deep historical significance.",4.2,https://drive.google.com/uc?export=download&id=1qQwgjXG3WSCaIWKHjEy7jwt5AwhTyUTH;https://drive.google.com/uc?export=download&id=128vWFnquytWot51rMQXTqZ4Knhm1kYhA;https://drive.google.com/uc?export=download&id=1DQJ6XygXg7UkAuV-IsXuVorMm_eWdNTg;https://drive.google.com/uc?export=download&id=1UyB_0K930zSyYAjIu6sHM1un-DDEvJ6Y;https://drive.google.com/uc?export=download&id=1mLqsSmEm6y0SlRmUXDulW3VW3MiYbGXC;https://drive.google.com/uc?export=download&id=1egAAMqbiMq7co2S0207mST-j8a1fmoCK,Morning (8 AM - 12 PM) to avoid the heat,500 EGP,850
55,Daraw Camel Market,"https://www.google.com/maps/search/?api=1&query=Daraw+Camel+Market,+Aswan",Aswan,October to April,Cultural Experience,"Daraw Camel Market in Aswan is a vibrant marketplace, brimming with local crafts, spices, and an authentic shopping experience.",4.6,https://drive.google.com/uc?export=download&id=18s_aLasmKo9xy-rSUrmq5unEEZeq0dk-,Morning (8 AM - 12 PM) or Evening (5 PM - 8 PM),0 EGP,850
56,Derr Temple,"https://www.google.com/maps/search/?api=1&query=Derr+Temple,+Aswan",Aswan,October to April,Historical,"Derr Temple in Aswan stands as a testament to ancient Egyptian civilization, with its magnificent columns, detailed hieroglyphics, and deep historical significance.",4.3,https://drive.google.com/uc?export=download&id=1jQ10vTmBaSk6xphW7s_ZVnzMkiXsYqy5;https://drive.google.com/uc?export=download&id=13IwmOVmAxW0wEtUEp9j-YeDGQf7aVU7B;https://drive.google.com/uc?export=download&id=13LCDiHCPEAyIes39tk2a7EkbD70S3KnV;https://drive.google.com/uc?export=download&id=1piH6uZIFmxVOSir2bPi2afwhGGvN1yNa;https://drive.google.com/uc?export=download&id=1lS7Uzi47ZKv1O1YnfC7QpexZKb0-T333;https://drive.google.com/uc?export=download&id=14xfyhtibsZyCAT9OwVM2cAoSYdPP_HLQ;https://drive.google.com/uc?export=download&id=109CEffjzG_q5SM7BhrSZbnFEMVEAqCuU;https://drive.google.com/uc?export=download&id=1cPmX7rCMvIAb9Fj3IhVpXTwmob-Cq4aM;https://drive.google.com/uc?export=download&id=12DmUuCqS-FUMKV7aayeZm2Yz4nRQe9hL;https://drive.google.com/uc?export=download&id=1ori6LrOtWF95olHUVAPitIKLDSwbIHh6,Morning (8 AM to 12 PM) to avoid the heat,70 EGP,850
58,Desert Monastery of St. Simeon,"https://www.google.com/maps/search/?api=1&query=Desert+Monastery+of+St.+Simeon,+Aswan",Aswan,October to April,Religious Site,The Desert Monastery of St. Simeon is more than a ruin—it’s a spiritual and architectural monument echoing the legacy of desert asceticism and cultural exchange.,4.3,https://drive.google.com/uc?export=download&id=1NxqN7AcY4XyE9nEMr4nJ-mxPxJjAz0Sg;https://drive.google.com/uc?export=download&id=13uZpTffunlYtvZyTwJ99i5CvLaP4i7gJ;https://drive.google.com/uc?export=download&id=1ALbjcBG17xXhJxqA_b3924RwvpHZ2y5G;https://drive.google.com/uc?export=download&id=1JuqKQalGUgCM6ut1g9-YkkzI5VpLecCz,Morning (9 AM to 12 PM) or Early Evening (5 PM to 7 PM),80 EGP,850
61,Desert Star Gazing,"https://www.google.com/maps/search/?api=1&query=Desert+Star+Gazing,+Aswan",Aswan,October to April,Astronomical activity,"A mesmerizing night-time experience, observing constellations and celestial bodies in the clear desert skies.",3.5,https://drive.google.com/uc?export=download&id=1_V2sa_1QL_hr7aASG0ho3b-vaTQTI5dM;https://drive.google.com/uc?export=download&id=1r3qDRf3vFVCW_CBSzWusFn-qDwDrkpAM;https://drive.google.com/uc?export=download&id=1l5Qd7-8WigR3fKjP6ZIhDcGCRbD7Dfr0;https://drive.google.com/uc?export=download&id=1njJTErhae8F7Kg7uzQ_xxiJjQJnbYMys;https://drive.google.com/uc?export=download&id=1sXQEYp_U2Lha78zc7bC_W7QV6Yb9KLc3,Night-time,"Self-Guided Stargazing (No Equipment, Just a Desert Spot)	Unlimited for  Free	
Basic Stargazing Tour (Guide + Laser Pointer + Transport) for 2-3 hours costs 1,500 -7,000 EGP
Overnight Camping & Stargazing Experiencefor  1 Night costs 4,700-7,800 EGP",850
62,Djebel Barkal,"https://www.google.com/maps/search/?api=1&query=Djebel+Barkal,+Aswan",Aswan,October to April,Historical landmark,"Djebel Barkal in Aswan is a must-visit destination, offering visitors a unique blend of history, culture, and natural beauty.",4.5,https://drive.google.com/uc?export=download&id=1lMIwNFPewCetW1bwAUv-Q6VpPm57vli7;https://drive.google.com/uc?export=download&id=1C0BJdmwlHAG2XTVaoEyCRetHeZWs9QYR;https://drive.google.com/uc?export=download&id=1fPtbGBaQg8sUrog4zrwmGEsjQB8XeBaC;https://drive.google.com/uc?export=download&id=1BFlRVJ-_lLOo_B5l1q1vyQCQEpLOGIIr,Morning (8 AM - 12 PM) or Evening (5 PM - 8 PM),"Entry Ticket to Jebel Barkal & Temples costs 2,800 EGP",850
63,Dukki Gel,"https://www.google.com/maps/search/?api=1&query=Dukki+Gel,+Aswan",Aswan,October to April,Historical landmark,"Dukki Gel in Aswan is a must-visit destination, offering visitors a unique blend of history, culture, and natural beauty.",4,https://drive.google.com/uc?export=download&id=1xSG1SIs0rzX55yhb1pgLNJhl1PjnitaE;https://drive.google.com/uc?export=download&id=1YpocueQCiLqmUBGrbuOp1nFIM-OhpkoA;https://drive.google.com/uc?export=download&id=1RpescpVcHxndUeySOn7ZW4NCEBgwstg0,Morning (8 AM - 12 PM) or Evening (5 PM - 8 PM),Entry Ticket to Dukki Gel costs 2000EGP,850
64,Edfu Temple Excursion,"https://www.google.com/maps/search/?api=1&query=Edfu+Temple+Excursion,+Aswan",Aswan,October to April,Historical,"Edfu Temple Excursion in Aswan stands as a testament to ancient Egyptian civilization, with its magnificent columns, detailed hieroglyphics, and deep historical significance.",4.3,https://drive.google.com/uc?export=download&id=1ltXir2fC6J1OFQVUbKPNqsiZBTGnK7h_;https://drive.google.com/uc?export=download&id=1eWtN0hBgaafX0GR1G11q7vrfVeNQmiLO;https://drive.google.com/uc?export=download&id=1fN43c1dnFmNGUG4FV40Lx0Gs6ABOXHkL;https://drive.google.com/uc?export=download&id=1imOi6jCXG_WP7sQaFrjCiP24j7gD3en5,Morning (8 AM - 12 PM) to avoid the heat,"Temple Entry Ticket  costs 2,800 EGP",850
65,El Nabatat Island,"https://www.google.com/maps/search/?api=1&query=El+Nabatat+Island,+Aswan",Aswan,October to April,Nature,"El Nabatat Island in Aswan is a paradise for sun-seekers, featuring crystal-clear waters, golden sands, and a perfect spot for relaxation and water activities.",4.9,https://drive.google.com/uc?export=download&id=1AKoutFmprykLxtpw0I_5nJtr7DiKuUPR;https://drive.google.com/uc?export=download&id=1NQC6i3y2glcTi_O3vpxY_XgfGbXO0QPY;https://drive.google.com/uc?export=download&id=1lkesXKNbNjjqK8cnE8WB_FD0anicSDL0;https://drive.google.com/uc?export=download&id=1MsRrhvS1oPSsB99gJaAmSwI9tiUdRDuq,Morning (7 AM - 11 AM) or Late Afternoon (4 PM - Sunset),entry Ticket to the Botanical Garden costs 940 EGP,850
66,El-Sebua Temple,"https://www.google.com/maps/search/?api=1&query=El-Sebua+Temple,+Aswan",Aswan,October to April,Historical,"El-Sebua Temple in Aswan stands as a testament to ancient Egyptian civilization, with its magnificent columns, detailed hieroglyphics, and deep historical significance.",3.6,https://drive.google.com/uc?export=download&id=1biJuXhIiPZYgrumbk8gRh7G4un_kU8RS;https://drive.google.com/uc?export=download&id=1s_uOM5oP8-QdHIPvtXOJPlIgItCVIB0k;https://drive.google.com/uc?export=download&id=10xL_jLvuDXXLM0S7Yj5f4a0RvYIgS_LZ;https://drive.google.com/uc?export=download&id=1cH8JySnNu1ntE90OO5NTCLHDYQUCZ_Pc,Morning (8 AM - 12 PM) to avoid the heat,"Temple Entry Ticket  costs2,800 EGP",850
67,Elephantine Island,"https://www.google.com/maps/search/?api=1&query=Elephantine+Island,+Aswan",Aswan,October to April,Nature,"Elephantine Island in Aswan is a paradise for sun-seekers, featuring crystal-clear waters, golden sands, and a perfect spot for relaxation and water activities.",4.9,https://drive.google.com/uc?export=download&id=1gG0VLjjRtizqLxLFwSYZRR6KZor70fuk;https://drive.google.com/uc?export=download&id=1BushRwI7QDfK5c4Te3rag_lsBNhVVv-B;https://drive.google.com/uc?export=download&id=1wQe859fnPrI10N91GHNSdQ5N0mtkcUFH;https://drive.google.com/uc?export=download&id=1yQ60ajTu3o6W8RnkI5HYNC274AbAjVBQ;https://drive.google.com/uc?export=download&id=17DENS1zbpH7SggNSj8eStRzbL14HorTY,Morning (7 AM - 11 AM) or Late Afternoon (4 PM - Sunset),"Entry Ticket to Elephantine Island & Museum costs 1,900 EGP",850
68,Famine Stela,"https://www.google.com/maps/search/?api=1&query=Famine+Stela,+Aswan",Aswan,October to April,Historical ,An ancient inscription on Sehel Island detailing a seven-year famine during Pharaoh reign and the solutions provided by Imhotep.,4.8,https://drive.google.com/uc?export=download&id=1kqMJvR4GFP3EoAKBnZjNFU7nZGaABnq2;https://drive.google.com/uc?export=download&id=1cYwMhSpalF8vRHQAaLAJawJsdS7PZrXv;https://drive.google.com/uc?export=download&id=16-zK4lyedY8jzFGnMg6iwPCeEbm6-mh1,Morning (8 AM - 12 PM) or Evening (5 PM - 8 PM),"Entry to Sehel Island (Incl. Famine Stela & Other Inscriptions)   costs 1,900 EGP",850
69,Fatimid Cemetery,"https://www.google.com/maps/search/?api=1&query=Fatimid+Cemetery,+Aswan",Aswan,October to April,Historical cemetery,"A historical burial site in Aswan featuring tombs from the Fatimid era, showcasing distinctive Islamic architectural elements.",3.8,https://drive.google.com/uc?export=download&id=16N6VWSMwuPuo2ZzArSzieIRYLkY9yGCj;https://drive.google.com/uc?export=download&id=1yyvWQFe-NKU36gWOQ44RNWh1JWqXxlpy;https://drive.google.com/uc?export=download&id=1gB02GBIws8wtgcMr8essWlw_kPOzB4We;https://drive.google.com/uc?export=download&id=1eWiuIcICVQJjmf1Moh3mastrnAx8MPr1,Morning (8 AM - 12 PM) or Evening (5 PM - 8 PM),General Entry Ticket for costs  940 EGP,850
70,Feryal Garden,"https://www.google.com/maps/search/?api=1&query=Feryal+Garden,+Aswan",Aswan,October to April,Nature Escape,"A scenic public park in Aswan offering stunning views of the Nile, lush greenery, and a peaceful escape for visitors.",4.3,https://drive.google.com/uc?export=download&id=1XOxOop3Eo-VP56Yl-lEMcs0zjDh5UnX5;https://drive.google.com/uc?export=download&id=1g7DpoQ2TZG3Ee51bwysNtD8eO-yCWbvD;https://drive.google.com/uc?export=download&id=1WyvHZg8i4k6edNQ2VHz2_5__MtbaFJ2P;https://drive.google.com/uc?export=download&id=1AIBghg_B-8WAMN1PVrpaNv3-ei4BpYV6;https://drive.google.com/uc?export=download&id=10oQKKXwC_pMLZ-R1_oziBaP5xbReBRoL;https://drive.google.com/uc?export=download&id=1hj3akuqCGENfBqazxWXwjexqORZHaX85,Morning (8 AM - 12 PM) or Evening (5 PM - 8 PM),Entry Ticket for Unlimited costs  30 to 60 EGP,850
